text,0.000000,,8,0.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,2.000000,,6,2.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,5.000000,amy1.wav,0,5.500000,1.000000
text,5.000000,,1,5.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,8.000000,amy2.wav,1,8.500000,1.000000
text,8.000000,,1,8.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,11.000000,amy1.wav,0,11.500000,1.000000
text,11.000000,,1,11.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,14.000000,amy2.wav,1,14.500000,1.000000
text,14.000000,,1,14.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,17.000000,amy1.wav,0,17.500000,1.000000
text,17.000000,,1,17.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,20.000000,amy2.wav,1,20.500000,1.000000
text,20.000000,,1,20.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,20.500000,,1,23.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,23.500000,,1,26.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,26.500000,,1,29.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,29.500000,,1,32.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,32.500000,,1,35.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,35.000000,amy1.wav,0,35.500000,1.000000
text,35.000000,,1,35.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,38.000000,amy2.wav,1,38.500000,1.000000
text,38.000000,,1,38.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,41.000000,amy1.wav,0,41.500000,1.000000
text,41.000000,,1,41.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,44.000000,amy2.wav,1,44.500000,1.000000
text,44.000000,,1,44.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,47.000000,amy1.wav,0,47.500000,1.000000
text,47.000000,,1,47.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,50.000000,amy2.wav,1,50.500000,1.000000
text,50.000000,,1,50.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,50.500000,,1,53.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,53.500000,,1,56.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,56.500000,,1,59.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,59.500000,,1,62.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,62.500000,,1,65.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,65.000000,amy1.wav,0,65.500000,1.000000
text,65.000000,,1,65.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,68.000000,amy2.wav,1,68.500000,1.000000
text,68.000000,,1,68.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,71.000000,amy1.wav,0,71.500000,1.000000
text,71.000000,,1,71.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,74.000000,amy2.wav,1,74.500000,1.000000
text,74.000000,,1,74.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,77.000000,amy1.wav,0,77.500000,1.000000
text,77.000000,,1,77.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,80.000000,amy2.wav,1,80.500000,1.000000
text,80.000000,,1,80.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,80.500000,,1,83.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,83.500000,,1,86.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,86.500000,,1,89.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,89.500000,,1,92.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,92.500000,,1,95.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,95.000000,amy1.wav,0,95.500000,1.000000
text,95.000000,,1,95.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,98.000000,amy2.wav,1,98.500000,1.000000
text,98.000000,,1,98.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,101.000000,amy1.wav,0,101.500000,1.000000
text,101.000000,,1,101.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,104.000000,amy2.wav,1,104.500000,1.000000
text,104.000000,,1,104.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,107.000000,amy1.wav,0,107.500000,1.000000
text,107.000000,,1,107.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,110.000000,amy2.wav,1,110.500000,1.000000
text,110.000000,,1,110.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,110.500000,,1,113.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,113.500000,,1,116.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,116.500000,,1,119.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,119.500000,,1,122.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,122.500000,,1,125.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,125.000000,amy1.wav,0,125.500000,1.000000
text,125.000000,,1,125.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,128.000000,amy2.wav,1,128.500000,1.000000
text,128.000000,,1,128.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,131.000000,amy1.wav,0,131.500000,1.000000
text,131.000000,,1,131.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,134.000000,amy2.wav,1,134.500000,1.000000
text,134.000000,,1,134.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,137.000000,amy1.wav,0,137.500000,1.000000
text,137.000000,,1,137.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,140.000000,amy2.wav,1,140.500000,1.000000
text,140.000000,,1,140.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,140.500000,,1,143.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,143.500000,,1,146.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,146.500000,,1,149.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,149.500000,,1,152.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,152.500000,,1,155.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,155.000000,amy1.wav,0,155.500000,1.000000
text,155.000000,,1,155.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,158.000000,amy2.wav,1,158.500000,1.000000
text,158.000000,,1,158.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,161.000000,amy1.wav,0,161.500000,1.000000
text,161.000000,,1,161.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,164.000000,amy2.wav,1,164.500000,1.000000
text,164.000000,,1,164.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,167.000000,amy1.wav,0,167.500000,1.000000
text,167.000000,,1,167.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
sound,170.000000,amy2.wav,1,170.500000,1.000000
text,170.000000,,1,170.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,170.500000,,1,173.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,173.500000,,1,176.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,176.500000,,1,179.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,179.500000,,1,182.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,182.500000,,1,185.500000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,190.000000,,6,192.000000,0,-1.000000,-1.000000,-1.000000,0.000000,0.000000
text,193,thanks,4,195,0,0,0,0,0,0
sound,187,SinWaveTones_1.wav,0,190,1,1
